,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type
960,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910069,SESE00127,,"Physical Education(8)
",體育(8),Unlimited,-,R12-,0,2,系統工程,,Required
961,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910070,SESE00127,,"Physical Education(8)
",體育(8),Unlimited,-,R56-,0,2,系統工程,,Required
962,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910071,SESE00128,,"Physical Education(6)
",體育(6),Unlimited,-,R34-,0,2,系統工程,,Required
963,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910072,SESE00128,,"Physical Education(6)
",體育(6),Unlimited,-,W34-,0,2,系統工程,,Required
964,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910073,SESE00128,,"Physical Education(6)
",體育(6),Unlimited,-,W34-,0,2,系統工程,,Required
965,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910074,SESE00128,,"Physical Education(6)
",體育(6),Unlimited,-,R34-,0,2,系統工程,,Required
966,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910075,SESE00128,,"Physical Education(6)
",體育(6),Unlimited,-,W34-,0,2,系統工程,,Required
967,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910076,SESE00128,,"Physical Education(6)
",體育(6),Unlimited,-,R34-,0,2,系統工程,,Required
968,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910077,SESE00062,,"Physical Education(4)
",體育(4),Unlimited,-,T34-,0,2,系統工程,,Required
969,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910078,SESE00062,,"Physical Education(4)
",體育(4),Unlimited,-,T12-,0,2,系統工程,,Required
970,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910079,SESE00062,,"Physical Education(4)
",體育(4),Unlimited,-,M34-,0,2,系統工程,,Required
971,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910080,SESE00062,,"Physical Education(4)
",體育(4),Unlimited,-,T34-,0,2,系統工程,,Required
972,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910081,SESE00062,,"Physical Education(4)
",體育(4),Unlimited,-,T12-,0,2,系統工程,,Required
973,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910082,SESE00062,,"Physical Education(4)
",體育(4),Unlimited,-,T12-,0,2,系統工程,,Required
974,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910083,SESE00060,,"Physical Education(2)
",體育(2),Unlimited,-,W67-,0,2,系統工程,,Required
975,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910084,SESE00060,,"Physical Education(2)
",體育(2),Unlimited,-,T67-,0,2,系統工程,,Required
976,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910085,SESE00060,,"Physical Education(2)
",體育(2),Unlimited,-,W67-,0,2,系統工程,,Required
977,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910086,SESE00060,,"Physical Education(2)
",體育(2),Unlimited,-,T67-,0,2,系統工程,,Required
978,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910087,SESE00012,,"Introduction to Defense Technology (2)
GECLDAST",國防科技概論(2),70,-,F567-EE106[GF],3,3,李永隆,,Elective
979,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910088,SESE10113,,"Network Technology and Practice(2)
",網路技術與實務(2),Unlimited,-,R123-,3,3,曾建超、張凱威,,Elective
980,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910089,SESE10113,,"Network Technology and Practice(2)
",網路技術與實務(2),Unlimited,-,R456-,3,3,張凱威,,Elective
981,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910090,SESE10139,,"Mass and Energy Balances
",質能均衡,Unlimited,-,R12-,2,2,楊琮貿,,Required
982,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910091,SESE20081,,"Python Programming Language
",Python程式設計,Unlimited,-,W234-,3,3,系統工程,,Elective
983,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910092,SESE20218,,"Synoptic Meteorology (2)
",天氣學(2),Unlimited,-,T1F12-,3,3,侯昭平,,Required
984,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910093,SESE20083,,"Case Study of Atmospheric Science(4)
",大氣科學專題實作(4),Unlimited,-,M567-,1,3,蔡世樵,,Required
985,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910094,SESE20219,,"Synoptic Meteorology Laboratory(2)
",天氣學實習(2),Unlimited,-,W12-,1,2,林永慶,,Required
986,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910095,SESE20220,,"Dynamic Meteorology (2)
",大氣動力學(2),Unlimited,-,R234-,3,3,蔡世樵,,Required
987,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910096,SESE20086,,"Special Topics in Integration of Disaster Preventio (4)
",災害防救整合專題實作(4),Unlimited,-,M567-,1,3,簡志峻,,Required
988,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910097,SESE20096,,"Geospatial Special Practice(4)
",空間科學專題實作(4),Unlimited,-,M567-,1,3,蔡明達,,Required
989,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910098,SESE20087,,"Special Topics in Engineering Practices(4)
",軍事工程專題實作(4),Unlimited,-,M567-,1,3,張文南,,Required
990,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910099,SESE20221,,"Global Navigation Satellite System
",全球導航衛星系統,Unlimited,-,T678-,3,3,黃立信,,Required
991,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910100,SESE20222,,"Oceanographic Surveying
",海洋測量學,Unlimited,-,W678-,3,3,崔怡楓,,Elective
992,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910101,SESE20090,,"Geospatial Special in Internet of Things Applicatio (4)
",智慧物聯網環境專題實作(4),Unlimited,-,M567-,1,3,宋欣芳,,Required
993,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910102,SESE20223,,"Introduction to GIS
",地理資訊系統概論,Unlimited,-,R234-,3,3,系統工程,,Required
994,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910103,SESE20224,,"Military Map Printing
",軍圖製印學,Unlimited,-,F234-,3,3,吳憲珉,,Required
995,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910104,SESE20094,,"Special Topics in Ntegration of Environmental Information (2)
",環境資訊及工程整合專題實作(2),Unlimited,-,M567-,1,3,林玉菁,,Required
996,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910105,SESE20095,,"Special Topics in Ntegration of Environmental Information (4)
",環境資訊及工程整合專題實作(4),Unlimited,-,M567-,1,3,蔡營寬,,Required
997,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910106,SESE10070,,"Experiments on Materials
",材料實驗,Unlimited,-,T678-,1,3,黃爾文、林明憲,,Required
998,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910107,SESE10233,,"Tutor Guidance(8)
",導師輔導(8),Unlimited,-,M12-,0,2,林明憲,,Required
999,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910108,SESE20097,,"Special Project on Explosive(4)
",火炸藥專題實作(4),Unlimited,-,M567-,1,3,楊琮貿,,Required
1000,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910109,SESE20098,,"Special Project on Nuclear, Biological and Chemical Defense (4)
",核生化防護專題實作(4),Unlimited,-,M567-,1,3,汪成斌,,Required
1001,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910110,SESE20099,,"Special Project on Materials Science & Engineering (4)
",材料科學與工程專題實作(4),Unlimited,-,M567-,1,3,王哲釧,,Required
1002,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910111,SESE20100,,"Special Project on Energy Conversion/ Storage Batteries(4)
",創/儲能電池專題實作(4),Unlimited,-,M567-,1,3,林明憲,,Required
1003,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910112,SESE00064,,"Tutor Guidance(6)
",導師輔導(6),Unlimited,-,M12-,0,2,游竹淋,,Required
1004,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910113,SESE20101,,"Special Project on Explosive(2)
",火炸藥專題實作(2),Unlimited,-,M567-,1,3,李金樹,,Required
1005,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910114,SESE20102,,"Special Project on Nuclear, Biological and Chemical Defense (2)
",核生化防護專題實作(2),Unlimited,-,M567-,1,3,黃文鍵,,Required
1006,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910115,SESE20103,,"Special Project on Materials Science & Engineering (2)
",材料科學與工程專題實作(2),Unlimited,-,M567-,1,3,許宏華,,Required
1007,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910116,SESE20104,,"Special Project on Functional Coatings(2)
",功能性鍍膜專題實作(2),Unlimited,-,M567-,1,3,葛明德,,Required
1008,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910117,SESE00024,,"Tutor Guidance(4)
",導師輔導(4),Unlimited,-,M12-,0,2,黃文鍵,,Required
1009,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910118,SESE00022,,"Tutor Guidance(2)
",導師輔導(2) ,Unlimited,-,M12-,0,2,系統工程,,Required
1010,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910119,SESE20105,,"Practice of Communication Systems(4)
",通訊系統專題實作(4),Unlimited,-,M567-,1,3,瞿忠正,,Required
1011,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910120,SESE10233,,"Tutor Guidance(8)
",導師輔導(8),Unlimited,-,M12-,0,2,瞿忠正,,Required
1012,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910121,SESE20106,,"Practice for Applications of Wireless Communications (4)
",無線通訊應用專題實作(4),Unlimited,-,M567-,1,3,蘇英俊,,Required
1013,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910122,SESE20107,,"Design Topics of Microwave Devices(4)
",微波裝置專題實作(4),Unlimited,-,M567-,1,3,陳淑娟,,Required
1014,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910123,SESE00064,,"Tutor Guidance(6)
",導師輔導(6),Unlimited,-,M12-,0,2,陳淑娟,,Required
1015,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910124,SESE20108,,"Design Topics of Microwave Devices(2)
",微波裝置專題實作(2),Unlimited,-,M567-,1,3,李志國,,Required
1016,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910125,SESE00022,,"Tutor Guidance(2)
",導師輔導(2) ,Unlimited,-,M12-,0,2,李志國,,Required
1017,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910126,SESE00064,,"Tutor Guidance(6)
",導師輔導(6),Unlimited,-,M12-,0,2,聶若鹽,,Required
1018,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910127,SESE20109,,"Special Topics in Semiconductor Devices Application
",半導體元件應用專題實作(2),Unlimited,-,M567-,1,3,謝育立,,Required
1019,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910128,SESE20110,,"Optoelectronic application project(2)
",光電應用專題實作(2),Unlimited,-,M567-,1,3,葉宗翰,,Required
1020,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910129,SESE00024,,"Tutor Guidance(4)
",導師輔導(4),Unlimited,-,M12-,0,2,葉宗翰,,Required
1021,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910130,SESE20111,,"Optoelectronic application project(4)
",光電應用專題實作(4),Unlimited,-,M567-,1,3,謝輝煌,,Required
1022,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910131,SESE20112,,"Project of Information Security(4)
",資訊安全專題實作(4),Unlimited,-,M567-,1,3,林宗億,,Required
1023,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910132,SESE20113,,"Special Topics for the Intelligent Robot(2)
",智慧型機器人專題實作(2),Unlimited,-,M567-,1,3,藍建武,,Required
1024,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910133,SESE00024,,"Tutor Guidance(4)
",導師輔導(4),Unlimited,-,M12-,0,2,藍建武,,Required
1025,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910134,SESE20114,,"Special topics for the Control and Automation (4)
",控制與自動化專題實作(4),Unlimited,-,M567-,1,3,談光雄,,Required
1026,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910135,SESE20115,,"Applied Computer Network Project(4)
",計算機網路應用專題實作(4),Unlimited,-,M567-,1,3,系統工程,,Required
1027,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910136,SESE20116,,"Special topics for the Control and Automation (2)
",控制與自動化專題實作(2),Unlimited,-,M567-,1,3,林振輝,,Required
1028,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910137,SESE20117,,"Project of Applying Information(2)
",資訊應用專題實作(2),Unlimited,-,M567-,1,3,張德仁,,Required
1029,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910138,SESE20118,,"Project of Information Security(2)
",資訊安全專題實作(2),Unlimited,-,M567-,1,3,張克勤,,Required
1030,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910139,SESE20119,,"Practice for Applications of Wireless Communications (2)
",無線通訊應用專題實作(2),Unlimited,-,M567-,1,3,鄭紹宏,,Required
1031,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910140,SESE10233,,"Tutor Guidance(8)
",導師輔導(8),Unlimited,-,M12-,0,2,鄭紹宏,,Required
1032,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910141,SESE20120,,"Failure Analysis of Material
",材料破損分析,Unlimited,-,M4R34-,3,3,劉益銘,,Elective
1033,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910142,SESE20121,,"Explosive (Chemical) Plant Design
",火藥(化)工廠設計,Unlimited,-,T67R7-,3,3,陸開泰,,Elective
1034,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910143,SESE20122,,"Quantum Chemistry
",量子化學,Unlimited,-,W467-,3,3,劉敏憲,,Elective
1035,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910144,SESE20123,,"Nuclear,Chemical,and Biological Defense
",核生化防護,Unlimited,-,M34-,2,2,吳國輝,,Required
1036,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910145,SESE20124,,"Heat Treatment of Steel
",熱處理學,Unlimited,-,M9R67-,3,3,劉益銘,,Elective
1037,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910146,SESE20125,,"Environmental Chemistry
",環境化學,Unlimited,-,T234-,3,3,王志嘉,,Elective
1038,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910147,SESE20126,,"Chemical Reaction Engineering
",化學反應工程,Unlimited,-,T89F1-,3,3,葛明德,,Required
1039,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910148,SESE20127,,"Industrial Safety and Hygiene
",工業安全及衛生,Unlimited,-,W12-,2,2,楊琮貿,,Required
1040,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910149,SESE20128,,"Physical Metallurgy(2)
",物理冶金(2),Unlimited,-,W6R12-,3,3,許宏華,,Required
1041,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910150,SESE20129,,"Organic Materials
",有機材料,Unlimited,-,W6R12-,3,3,蔡厚仁,,Elective
1042,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910151,SESE20130,,"Explosives Lab
",火藥學實驗,Unlimited,-,W789-,1,3,葛明德,,Required
1043,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910152,SESE20131,,"Detection and Decontamination of Poison Agents
",毒物偵檢與防護,Unlimited,-,F234-,3,3,賴政國,,Required
1044,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910153,SESE20132,,"Organic Chemistry(2)
",有機化學(2),Unlimited,-,M34R6-,3,3,洪耀勳,,Elective
1045,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910154,SESE20133,,"Inorganic Chemistry(2)
",無機化學,Unlimited,-,M9ab-,3,3,張章平,,Required
1046,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910155,SESE10027,,"Engineering Mathematics(2)
",工程數學(2) ,Unlimited,-,T34R6-,3,3,陸開泰,,Required
1047,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910156,SESE10053,,"General Chemistry Laboratory
",普通化學實驗,Unlimited,-,W34-,1,2,黃文鍵,,Required
1048,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910157,SESE10064,,"Organic Chemistry Lab.(2)
",有機化學實驗(2),Unlimited,-,Tabc-,1,3,游竹淋,,Elective
1049,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910158,SESE10098,,"Physical Chemistry Lab.(1)
",物理化學實驗(1),Unlimited,-,W123-,1,3,劉敏憲,,Required
1050,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910159,SESE20134,,"Unit Operation & Transport Phenomena (1)
",單元操作與輸送現象(1),Unlimited,-,W67R1-,3,3,黃其清,,Required
1051,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910160,SESE10003,,"Analytical Chemistry(2)
",儀器及分析化學(2),Unlimited,-,W89F1-,3,3,王志嘉,,Elective
1052,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910161,SESE10097,,"Physical Chemistry(1)
",物理化學(1),Unlimited,-,F234-,3,3,王哲釧,,Required
1053,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910162,SESE10110,,"Elements of X-ray Diffraction
",結晶繞射概論,Unlimited,-,M67W4-,3,3,劉益銘,,Required
1054,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910163,SESE10066,,"Thermodynamics of Materials(1)
",材料熱力學(1),Unlimited,-,M9T34-,3,3,王哲釧,,Required
1055,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910164,SESE10053,,"General Chemistry Laboratory
",普通化學實驗,Unlimited,-,R67-,1,2,游竹淋,,Required
1056,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910165,SESE00043,,"Environmental Protection
",環境保護  ,Unlimited,-,W12-,2,2,鄭根發,,Elective
1057,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910166,SESE00048,,"Technology and the Future Life
",科技與未來生活  ,Unlimited,-,M34-,2,2,鄭根發,,Elective
1058,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910167,SESE00043,,"Environmental Protection
",環境保護  ,Unlimited,-,R67-,2,2,鄭根發,,Elective
1059,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910168,SESE00048,,"Technology and the Future Life
",科技與未來生活  ,Unlimited,-,R12-,2,2,鄭根發,,Elective
1060,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910169,SESE00020,,"Project Management
",專案管理,Unlimited,-,W34-,2,2,李金樹,,Elective
1061,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910170,SESE00116,,"The Art of War and Life
",孫子兵法與人生,Unlimited,-,F12-,2,2,系統工程,,Elective
1062,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910171,SESE00116,,"The Art of War and Life
",孫子兵法與人生,Unlimited,-,F34-,2,2,系統工程,,Elective
1063,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910172,SESE00118,,"Chinese Military Literature
",中國兵書選讀,Unlimited,-,W12-,2,2,系統工程,,Elective
1064,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910173,SESE20135,,"Project on Structure of Military Aircraft(4)
",戰機結構專題實作(4),Unlimited,-,M567-,1,3,李彥宏,,Required
1065,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910174,SESE10177,,"Mechatronics
",機電整合,Unlimited,-,R234-,3,3,孔健君,,Required
1066,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910175,SESE20136,,"Project on Mechatronics and Aeronautical Control(4)
",機電航太控制專題實作(4),Unlimited,-,M567-,1,3,孔健君,,Required
1067,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910176,SESE10178,,"Industry 4.0
",工業4.0技術,Unlimited,-,W234-,3,3,林聰穎,,Elective
1068,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910177,SESE20137,,"Project on Mechanical Design and Manufacturing(2)
",設計製造專題實作(2),Unlimited,-,M567-,1,3,尤懷德,,Required
1069,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910178,SESE20138,,"Project on Mechanical Design and Manufacturing(4)
",設計製造專題實作(4),Unlimited,-,M567-,1,3,尤懷德,,Required
1070,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910179,SESE20139,,"Project on Thermal Fluid(4)
",熱流量測專題實作(4),Unlimited,-,M567-,1,3,賴渝翔,,Required
1071,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910180,SESE20140,,"Dynamics
",動力學,Unlimited,-,M9ab-,3,3,系統工程,,Required
1072,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910181,SESE10233,,"Tutor Guidance(8)
",導師輔導(8),Unlimited,-,M12-,0,2,林聰穎,,Required
1073,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910182,SESE10233,,"Tutor Guidance(8)
",導師輔導(8),Unlimited,-,M12-,0,2,林聰穎,,Required
1074,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910183,SESE20141,,"Project on Aerospace(2)
",太空專題實作(2),Unlimited,-,M567-,1,3,李彥宏,,Required
1075,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910184,SESE20142,,"Heat Transfer
",熱傳學,Unlimited,-,W123-,3,3,賴正權,,Required
1076,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910185,SESE00064,,"Tutor Guidance(6)
",導師輔導(6),Unlimited,-,M12-,0,2,林聰穎,,Required
1077,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910186,SESE20143,,"Project on Thermal Fluid(2)
",熱流量測專題實作(2),Unlimited,-,M567-,1,3,賴渝翔,,Required
1078,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910187,SESE20144,,"Flight Mechanics
",飛行力學,Unlimited,-,M34-,2,2,孔健君,,Required
1079,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910188,SESE20145,,"Aircraft Propulsion System
",戰機推進系統,Unlimited,-,T89F1-,3,3,夏筱明,,Elective
1080,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910189,SESE20146,,"Automatic Control
",自動控制,Unlimited,-,T89R6-,3,3,孔健君,,Required
1081,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910190,SESE00093,,"Calculus(2)
",微積分(2),Unlimited,-,M34R12-,4,4,張枝成,,Required
1082,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910191,SESE10037,,"Calculus (1)
",微積分(1),Unlimited,-,W9abc-,4,4,張枝成,,Required
1083,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910192,SESE20140,,"Dynamics
",動力學,Unlimited,-,M678-,3,3,林聰穎,,Required
1084,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910193,SESE10234,,"Introduction to Ummannd aircraft system operation
",無人機系統概論,Unlimited,-,T9ab-,3,3,尤懷德,,Elective
1085,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910194,SESE10231,,"Engineering Mathematics(2)
",工程數學(2),Unlimited,-,W3F23-,3,3,張瑞永、賴渝翔,,Required
1086,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910195,SESE00024,,"Tutor Guidance(4)
",導師輔導(4),Unlimited,-,M12-,0,2,賴渝翔,,Required
1087,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910196,SESE10065,,"Mechanics of Materials
",材料力學,Unlimited,-,M34F1-,3,3,羅本喆,,Required
1088,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910197,SESE10095,,"Thermodynamics (2)
",熱力學(2),Unlimited,-,W4R12-,3,3,夏筱明,,Required
