,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type,summary
2216,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562087,GELT10010,,"French(I)
LCLS",法文(一),45,-,M56-A501[GF],2,2,潘怡君,,Language & communication,
2217,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562088,GELT10010,,"French(I)
LCLS",法文(一),45,-,F34-A308[GF],2,2,張玉蕙,,Language & communication,
2218,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562089,GELT10011,,"French (Ⅱ)
LCLS",法文(二),45,-,M78-A501[GF],2,2,潘怡君,,Language & communication,
2219,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562090,GELT20023,,"French(III)
LCLS",法文(三),45,-,F12-A308[GF],2,2,張玉蕙,,Language & communication,
2220,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562091,GELT10012,,"Spanish (I)
LCLS",西班牙文(一),45,-,T12-A307[GF],2,2,馮志宇,,Language & communication,
2221,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562092,GELT10012,,"Spanish (I)
LCLS",西班牙文(一),45,-,T56-A307[GF],2,2,馮志宇,,Language & communication,
2222,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562093,GELT10012,,"Spanish (I)
LCLS",西班牙文(一),45,-,F34-A501[GF],2,2,李忍堅,,Language & communication,
2223,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562094,GELT10013,,"Spanish (II)
LCLS",西班牙文(二),45,-,T34-A307[GF],2,2,馮志宇,,Language & communication,
2224,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562095,GELT20030,,"Spanish (III)
LCLS",西班牙文(三),45,-,F56-A502[GF],2,2,李忍堅,,Language & communication,
2225,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562096,GELT10014,,"Korean (I)
LCLS",韓文(一),45,-,T34-A502[GF],2,2,安宣映,,Language & communication,
2226,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562097,GELT10014,,"Korean (I)
LCLS",韓文(一),45,-,R56-A501[GF],2,2,李相美,,Language & communication,
2227,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562098,GELT10015,,"Korean (II)
LCLS",韓文(二),45,-,T56-A308[GF],2,2,安宣映,,Language & communication,
2228,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562099,GELT20039,,"Korean (III)
LCLS",韓文(三),45,-,T78-A308[GF],2,2,安宣映,,Language & communication,
2229,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562100,GELT20040,,"Korean (IV)
LCLS",韓文(四),45,-,R34-A501[GF],2,2,李相美,,Language & communication,
2230,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562101,GELT00001,,"English Listening and Discussion
LCLE",英文聽力與討論,25,-,T12-A504[GF],2,2,郭詩芝,,Language & communication,
2231,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562102,GELT00001,,"English Listening and Discussion
LCLE",英文聽力與討論,25,-,R34-A507[GF],2,2,郭詩芝,,Language & communication,
2232,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562103,GELT00003,,"English Reading and Discussion
LCLE",英文閱讀與討論,25,-,F34-A307[GF],2,2,吳宇晴,,Language & communication,
2233,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562104,GELT00003,,"English Reading and Discussion
LCLE",英文閱讀與討論,25,-,F56-A501[GF],2,2,吳宇晴,,Language & communication,
2234,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562105,GELT00003,,"English Reading and Discussion
LCLE",英文閱讀與討論,25,-,T56-A501[GF],2,2,林玉書,,Language & communication,
2235,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562106,GELT00004,,"English Reading and Writing
LCLE",英文閱讀與寫作,25,-,T78-A501[GF],2,2,林玉書,,Language & communication,
2236,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562107,GELT10008,,"Japanese(I)
LCLS",日文(一),45,-,W34-A503[GF],2,2,待聘,,Language & communication,
2237,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562108,GELT10009,,"Japanese(II)
LCLS",日文(二),45,-,W56-A503[GF],2,2,待聘,,Language & communication,
2238,111 Spring Semester,Language Teaching and Research Center,Language Teaching and Research Center,562109,GELT10001,選修『基礎日語會話』者，須先修畢日文(二),"Basic Japanese Conversation
LCLS",基礎日語會話,30,-,R34-,2,2,待聘,,Language & communication,
2239,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2240,111 Spring Semester,Physical Education Office,Physical Education Office,563000,GEPE00001,,"Physical Education
",大一體育,0,-,F78-PE[GF],0,2,張振興,,Required,
2241,111 Spring Semester,Physical Education Office,Physical Education Office,563001,GEPE00001,,"Physical Education
",大一體育,0,-,F78-PE[GF],0,2,江竹偉,,Required,
2242,111 Spring Semester,Physical Education Office,Physical Education Office,563002,GEPE00001,,"Physical Education
",大一體育,0,-,M34-PE[GF],0,2,陳奐杰,,Required,
2243,111 Spring Semester,Physical Education Office,Physical Education Office,563003,GEPE00001,,"Physical Education
",大一體育,0,-,M34-PE[GF],0,2,江竹偉,,Required,
2244,111 Spring Semester,Physical Education Office,Physical Education Office,563004,GEPE00001,,"Physical Education
",大一體育,0,-,M34-PE[GF],0,2,留鼎淙,,Required,
2245,111 Spring Semester,Physical Education Office,Physical Education Office,563005,GEPE00001,,"Physical Education
",大一體育,0,-,M34-PE[GF],0,2,張祐華,,Required,
2246,111 Spring Semester,Physical Education Office,Physical Education Office,563006,GEPE00001,,"Physical Education
",大一體育,0,-,W12-PE[GF],0,2,詹富鈞,,Required,
2247,111 Spring Semester,Physical Education Office,Physical Education Office,563007,GEPE00001,,"Physical Education
",大一體育,0,-,W12-PE[GF],0,2,李建毅,,Required,
2248,111 Spring Semester,Physical Education Office,Physical Education Office,563008,GEPE00001,,"Physical Education
",大一體育,0,-,W12-PE[GF],0,2,游鳳芸,,Required,
2249,111 Spring Semester,Physical Education Office,Physical Education Office,563009,GEPE00001,,"Physical Education
",大一體育,0,-,W12-PE[GF],0,2,鄭智仁,,Required,
2250,111 Spring Semester,Physical Education Office,Physical Education Office,563010,GEPE00001,,"Physical Education
",大一體育,0,-,R12-PE[GF],0,2,伍啟萌,,Required,
2251,111 Spring Semester,Physical Education Office,Physical Education Office,563011,GEPE00001,,"Physical Education
",大一體育,0,-,R12-PE[GF],0,2,江竹偉,,Required,
2252,111 Spring Semester,Physical Education Office,Physical Education Office,563012,GEPE00001,,"Physical Education
",大一體育,0,-,R12-PE[GF],0,2,李建毅,,Required,
2253,111 Spring Semester,Physical Education Office,Physical Education Office,563013,GEPE00001,,"Physical Education
",大一體育,0,-,M12-PE[GF],0,2,江竹偉,,Required,
2254,111 Spring Semester,Physical Education Office,Physical Education Office,563014,GEPE00001,,"Physical Education
",大一體育,0,-,M78-PE[GF],0,2,留鼎淙,,Required,
2255,111 Spring Semester,Physical Education Office,Physical Education Office,563015,GEPE00001,,"Physical Education
",大一體育,0,-,M78-PE[GF],0,2,詹富鈞,,Required,
2256,111 Spring Semester,Physical Education Office,Physical Education Office,563016,GEPE00001,,"Physical Education
",大一體育,0,-,F78-PE[GF],0,2,陳玫伶,,Required,
2257,111 Spring Semester,Physical Education Office,Physical Education Office,563017,GEPE00001,,"Physical Education
",大一體育,0,-,R12-PE[GF],0,2,陳玫伶,,Required,
2258,111 Spring Semester,Physical Education Office,Physical Education Office,563018,GEPE00001,,"Physical Education
",大一體育,0,-,M12-PE[GF],0,2,張祐華,,Required,
2259,111 Spring Semester,Physical Education Office,Physical Education Office,563019,GEPE00001,,"Physical Education
",大一體育,0,-,M12-PE[GF],0,2,陳奐杰,,Required,
2260,111 Spring Semester,Physical Education Office,Physical Education Office,563020,GEPE00001,,"Physical Education
",大一體育,0,-,M56-PE[GF],0,2,詹富鈞,,Required,
2261,111 Spring Semester,Physical Education Office,Physical Education Office,563021,GEPE00001,,"Physical Education
",大一體育,0,-,F78-PE[GF],0,2,留鼎淙,,Required,
2262,111 Spring Semester,Physical Education Office,Physical Education Office,563022,GEPE00001,,"Physical Education
",大一體育,0,-,R34-PE[GF],0,2,陳忠強,,Required,
2263,111 Spring Semester,Physical Education Office,Physical Education Office,563023,GEPE00001,,"Physical Education
",大一體育,0,-,R34-PE[GF],0,2,江竹偉,,Required,
2264,111 Spring Semester,Physical Education Office,Physical Education Office,563024,GEPE00001,,"Physical Education
",大一體育,0,-,R34-PE[GF],0,2,陳玫伶,,Required,
2265,111 Spring Semester,Physical Education Office,Physical Education Office,563025,GEPE00001,,"Physical Education
",大一體育,0,-,M56-PE[GF],0,2,留鼎淙,,Required,
2266,111 Spring Semester,Physical Education Office,Physical Education Office,563026,GEPE00001,,"Physical Education
",大一體育,0,-,W34-PE[GF],0,2,張祐華,,Required,
2267,111 Spring Semester,Physical Education Office,Physical Education Office,563027,GEPE00001,,"Physical Education
",大一體育,0,-,W34-PE[GF],0,2,詹富鈞,,Required,
2268,111 Spring Semester,Physical Education Office,Physical Education Office,563028,GEPE00001,,"Physical Education
",大一體育,0,-,R34-PE[GF],0,2,張振興,,Required,
2269,111 Spring Semester,Physical Education Office,Physical Education Office,563029,GEPE00001,,"Physical Education
",大一體育,0,-,F56-PE[GF],0,2,陳玫伶,,Physical Education,
2270,111 Spring Semester,Physical Education Office,Physical Education Office,563030,GEPE00001,,"Physical Education
",大一體育,0,-,M78-PE[GF],0,2,張振興,,Required,
2271,111 Spring Semester,Physical Education Office,Physical Education Office,563031,GEPE10023,,"Basketball
",體育－籃球甲,40,-,T78-PE[GF],0,2,陳忠強,,Required,
2272,111 Spring Semester,Physical Education Office,Physical Education Office,563032,GEPE10046,,"Volleyball
",體育－排球甲,40,-,T78-PE[GF],0,2,張振興,,Required,
2273,111 Spring Semester,Physical Education Office,Physical Education Office,563033,GEPE10068,,"Pilates
",皮拉提斯,40,-,T78-PE[GF],0,2,黃惠芝,,Required,
2274,111 Spring Semester,Physical Education Office,Physical Education Office,563034,GEPE10060,,"Baseball
",體育－棒球甲,40,-,T78-PE[GF],0,2,黃杉楹,,Required,
2275,111 Spring Semester,Physical Education Office,Physical Education Office,563035,GEPE10050,綜合球館二樓網球場,"Tennis
",體育－網球甲,32,-,T78-PE[GF],0,2,詹益欣,,Required,
2276,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2277,111 Spring Semester,Physical Education Office,Physical Education Office,563036,GEPE10005,,"Table Tennis
",桌球,40,-,T78-PE[GF],0,2,游鳳芸,,Required,
2278,111 Spring Semester,Physical Education Office,Physical Education Office,563037,GEPE10056,綜合球館B1羽球場,"Badminton
",體育－羽球甲A,36,-,T78-PE[GF],0,2,廖威彰,,Required,
2279,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2280,111 Spring Semester,Physical Education Office,Physical Education Office,563038,GEPE10072,東區羽球館,"Badminton
",羽球甲B,36,-,T78-PE[GF],0,2,王志全,,Required,
2281,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2282,111 Spring Semester,Physical Education Office,Physical Education Office,563039,GEPE10069,,"Exercise walking and jogging
",健走與慢跑,40,-,T78-PE[GF],0,2,江竹偉,,Physical Education,
2283,111 Spring Semester,Physical Education Office,Physical Education Office,563040,GEPE10022,,"Fundamental Swimming
",體育－游泳初學乙,40,-,T78-PE[GF],0,2,林國威,,Required,
2284,111 Spring Semester,Physical Education Office,Physical Education Office,563041,GEPE10021,,"Fundamental Swimming
",體育－游泳初學甲,40,-,T56-PE[GF],0,2,林國威,,Required,
2285,111 Spring Semester,Physical Education Office,Physical Education Office,563042,GEPE10023,,"Basketball
",體育－籃球甲,40,-,T56-PE[GF],0,2,陳忠強,,Required,
2286,111 Spring Semester,Physical Education Office,Physical Education Office,563043,GEPE10046,,"Volleyball
",體育－排球甲,40,-,T56-PE[GF],0,2,張振興,,Required,
2287,111 Spring Semester,Physical Education Office,Physical Education Office,563044,GEPE10071,體育館B1韻律教室,"Aerobic dance
",有氧舞蹈,40,-,T56-PE[GF],0,2,黃惠芝,,Required,
2288,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2289,111 Spring Semester,Physical Education Office,Physical Education Office,563045,GEPE10060,,"Baseball
",體育－棒球甲,40,-,T56-PE[GF],0,2,黃杉楹,,Required,
2290,111 Spring Semester,Physical Education Office,Physical Education Office,563046,GEPE10050,,"Tennis
",體育－網球甲,32,-,T56-PE[GF],0,2,詹益欣,,Required,
2291,111 Spring Semester,Physical Education Office,Physical Education Office,563047,GEPE10005,,"Table Tennis
",桌球,40,-,T56-PE[GF],0,2,游鳳芸,,Required,
2292,111 Spring Semester,Physical Education Office,Physical Education Office,563048,GEPE10056,綜合球館B1,"Badminton
",體育－羽球甲A,36,-,T56-PE[GF],0,2,廖威彰,,Required,
2293,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2294,111 Spring Semester,Physical Education Office,Physical Education Office,563049,GEPE10072,東區羽球館,"Badminton
",羽球甲B,36,-,T56-PE[GF],0,2,王志全,,Required,
2295,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2296,111 Spring Semester,Physical Education Office,Physical Education Office,563050,GEPE10025,,"Basketball
",體育－籃球乙,40,-,F34-PE[GF],0,2,鄭智仁,,Required,
2297,111 Spring Semester,Physical Education Office,Physical Education Office,563051,GEPE10047,,"Volleyball
",體育－排球乙,40,-,F34-PE[GF],0,2,李建毅,,Required,
2298,111 Spring Semester,Physical Education Office,Physical Education Office,563052,GEPE10055,,"Football
",體育－足球乙,40,-,F34-PE[GF],0,2,張生平,,Required,
2299,111 Spring Semester,Physical Education Office,Physical Education Office,563053,GEPE10061,,"Softball
",體育－壘球甲,40,-,F34-PE[GF],0,2,黃杉楹,,Required,
2300,111 Spring Semester,Physical Education Office,Physical Education Office,563054,GEPE10052,綜合球館二樓,"Tennis
",體育－網球乙Ａ,32,-,F34-PE[GF],0,2,伍啟萌,,Required,
2301,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2302,111 Spring Semester,Physical Education Office,Physical Education Office,563055,GEPE10053,西區網球場,"Tennis
",體育－網球乙Ｂ,32,-,F34-PE[GF],0,2,詹益欣,,Required,
2303,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2304,111 Spring Semester,Physical Education Office,Physical Education Office,563056,GEPE10063,第一堂課程在交大校區田徑場集合。修習交大校區開設之高爾夫球課程同學，需自行前往上課地點、自備球桿及自付練習場費用。 (上課地點：高仕高爾夫竹科練習場-新竹市東區湖濱三路1號，電話：03-5678928),"Golf
",體育－高爾夫球丁,40,-,F34-PE[GF],0,2,陳忠強,,Required,
2305,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2306,111 Spring Semester,Physical Education Office,Physical Education Office,563057,GEPE10058,綜合球館B1,"Badminton
",體育－羽球乙A,36,-,F34-PE[GF],0,2,廖威彰,,Required,
2307,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2308,111 Spring Semester,Physical Education Office,Physical Education Office,563058,GEPE10059,東區羽球館,"Badminton
",體育－羽球乙B,36,-,F34-PE[GF],0,2,王志全,,Required,
2309,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2310,111 Spring Semester,Physical Education Office,Physical Education Office,563059,GEPE10006,,"swim
",游泳,40,-,F34-PE[GF],0,2,徐國陽,,Required,
2311,111 Spring Semester,Physical Education Office,Physical Education Office,563060,GEPE10025,,"Basketball
",體育－籃球乙,40,-,F12-PE[GF],0,2,鄭智仁,,Required,
2312,111 Spring Semester,Physical Education Office,Physical Education Office,563061,GEPE10047,,"Volleyball
",體育－排球乙,40,-,F12-PE[GF],0,2,李建毅,,Required,
2313,111 Spring Semester,Physical Education Office,Physical Education Office,563062,GEPE10055,,"Football
",體育－足球乙,40,-,F12-PE[GF],0,2,張生平,,Required,
2314,111 Spring Semester,Physical Education Office,Physical Education Office,563063,GEPE10061,,"Softball
",體育－壘球甲,40,-,F12-PE[GF],0,2,黃杉楹,,Physical Education,
2315,111 Spring Semester,Physical Education Office,Physical Education Office,563064,GEPE10051,,"Tennis
",體育－網球乙,32,-,F12-PE[GF],0,2,詹益欣,,Required,
2316,111 Spring Semester,Physical Education Office,Physical Education Office,563065,GEPE10057,,"Badminton
",體育－羽球乙,36,-,F12-PE[GF],0,2,廖威彰,,Required,
2317,111 Spring Semester,Physical Education Office,Physical Education Office,563066,GEPE10006,,"swim
",游泳,40,-,F12-PE[GF],0,2,徐國陽,,Required,
2318,111 Spring Semester,Physical Education Office,Physical Education Office,563067,GEPE10064,,"Golf
",體育－高爾夫球丙,40,-,F12-PE[GF],0,2,陳忠強,,Required,
2319,111 Spring Semester,Physical Education Office,Physical Education Office,563068,GEPE10050,,"Tennis
",體育－網球甲,32,-,M56-PE[GF],0,2,伍啟萌,,Required,
2320,111 Spring Semester,Physical Education Office,Physical Education Office,563069,GEPE10051,,"Tennis
",體育－網球乙,32,-,M78-PE[GF],0,2,伍啟萌,,Required,
2321,111 Spring Semester,Physical Education Office,Physical Education Office,563070,GEPE10014,體育館B1體適能教室,"Aerobic dance
",體育－有氧舞蹈甲,40,-,T78-PE[GF],0,2,巫慧萍,,Required,
2322,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2323,111 Spring Semester,Physical Education Office,Physical Education Office,563071,GEPE10061,,"Softball
",體育－壘球甲,40,-,R56-PE[GF],0,2,黃杉楹,,Required,
2324,111 Spring Semester,Physical Education Office,Physical Education Office,563072,GEPE10034,體育館B1重量訓練室,"Fitness and strength training
",體育－健康體能與肌力訓練甲,40,-,R56-PE[GF],0,2,廖威彰,,Required,
2325,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2326,111 Spring Semester,Physical Education Office,Physical Education Office,563073,GEPE10049,,"Tennis
",體育－網球丙,32,-,R56-PE[GF],0,2,伍啟萌,,Required,
2327,111 Spring Semester,Physical Education Office,Physical Education Office,563074,GEPE10023,,"Basketball
",體育－籃球甲,40,-,R56-PE[GF],0,2,鄭智仁,,Required,
2328,111 Spring Semester,Physical Education Office,Physical Education Office,563075,GEPE10062,,"Softball
",體育－壘球乙,40,-,R78-PE[GF],0,2,黃杉楹,,Required,
2329,111 Spring Semester,Physical Education Office,Physical Education Office,563076,GEPE10009,東區羽球館,"Badminton
",羽球,36,-,F56-PE[GF],0,2,王志全,,Required,
2330,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2331,111 Spring Semester,Physical Education Office,Physical Education Office,563077,GEPE10048,,"Tennis
",體育－網球丁,32,-,F56-PE[GF],0,2,伍啟萌,,Required,
2332,111 Spring Semester,Physical Education Office,Physical Education Office,563078,GEPE10015,體育館B1體適能教室,"Aerobic dance
",體育－有氧舞蹈乙,40,-,F56-PE[GF],0,2,巫慧萍,,Required,
2333,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2334,111 Spring Semester,Physical Education Office,Physical Education Office,563079,GEPE10026,,"Table tennis
",體育－桌球甲,40,-,R78-PE[GF],0,2,游鳳芸,,Required,
2335,111 Spring Semester,Physical Education Office,Physical Education Office,563080,GEPE10027,,"Table tennis
",體育－桌球乙,40,-,F12-PE[GF],0,2,游鳳芸,,Required,
2336,111 Spring Semester,Physical Education Office,Physical Education Office,563081,GEPE10043,,"Female Tennis
",體育－女生網球,32,-,W56-PE[GF],0,2,伍啟萌,,Required,
2337,111 Spring Semester,Physical Education Office,Physical Education Office,563082,GEPE10044,綜合球館B1,"Female Badminton
",體育－女生羽球,36,-,R56-PE[GF],0,2,王志全,,Required,
2338,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2339,111 Spring Semester,Physical Education Office,Physical Education Office,563083,GEPE10041,,"Female Volleyball
",體育－女生排球甲,40,-,W56-PE[GF],0,2,李建毅,,Required,
2340,111 Spring Semester,Physical Education Office,Physical Education Office,563084,GEPE10042,,"Female Volleyball
",體育－女生排球乙,40,-,R56-PE[GF],0,2,李建毅,,Required,
2341,111 Spring Semester,Physical Education Office,Physical Education Office,563085,GEPE10070,體育館B1體適能教室,"Female Basic Rhythmic Movement
",女生基礎律動,40,-,W56-PE[GF],0,2,巫慧萍,,Required,
2342,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2343,111 Spring Semester,Physical Education Office,Physical Education Office,563086,GEPE10040,體育館B1體適能教室,"Female Yoga
",體育－女生瑜伽,40,-,R56-PE[GF],0,2,巫慧萍,,Required,
2344,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2345,111 Spring Semester,Physical Education Office,Physical Education Office,563087,GEPE10038,,"Female Table tennis
",體育－女生桌球甲,40,-,W56-PE[GF],0,2,游鳳芸,,Required,
2346,111 Spring Semester,Physical Education Office,Physical Education Office,563088,GEPE10039,,"Female Table tennis
",體育－女生桌球乙,40,-,R56-PE[GF],0,2,游鳳芸,,Required,
2347,111 Spring Semester,Physical Education Office,Physical Education Office,563089,GEPE10037,,"Female Basketball
",體育－女生籃球,40,-,W56-PE[GF],0,2,鄭智仁,,Required,
2348,111 Spring Semester,Physical Education Office,Physical Education Office,563090,GEPE10016,體育館排球場,"Tai Chi
",體育－養生太極甲,40,-,T12-PE[GF],0,2,徐卉宣,,Required,
2349,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2350,111 Spring Semester,Physical Education Office,Physical Education Office,563091,GEPE10017,體育館排球場,"Tai Chi
",體育－養生太極乙,40,-,T34-PE[GF],0,2,徐卉宣,,Required,
2351,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2352,111 Spring Semester,Physical Education Office,Physical Education Office,563092,GEPE10020,,"Swimming
",體育－游泳,40,-,T34-PE[GF],0,2,林國威,,Required,
2353,111 Spring Semester,Physical Education Office,Physical Education Office,563093,GEPE10028,,"MV dance
",體育－MV熱舞,40,-,W12-PE[GF],0,2,林怡君,,Required,
2354,111 Spring Semester,Physical Education Office,Physical Education Office,563094,GEPE10032,,"Fitness
",體育－健康體適能甲,40,-,W34-PE[GF],0,2,林怡君,,Required,
2355,111 Spring Semester,Physical Education Office,Physical Education Office,563095,GEPE10033,,"Fitness
",體育－健康體適能乙,40,-,W56-PE[GF],0,2,張振興,,Required,
2356,111 Spring Semester,Physical Education Office,Physical Education Office,563096,GEPE10065,第一堂課程在交大校區田徑場集合。修習交大校區開設之高爾夫球課程同學，需自行前往上課地點、自備球桿及自付練習場費用。 (上課地點：高仕高爾夫竹科練習場-新竹市東區湖濱三路1號，電話：03-5678928),"Golf
",體育－高爾夫球甲,40,-,R12-PE[GF],0,2,張嘉洲,,Required,
2357,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2358,111 Spring Semester,Physical Education Office,Physical Education Office,563097,GEPE10066,第一堂課程在交大校區田徑場集合。修習交大校區開設之高爾夫球課程同學，需自行前往上課地點、自備球桿及自付練習場費用。 (上課地點：高仕高爾夫竹科練習場-新竹市東區湖濱三路1號，電話：03-5678928),"Golf
",體育－高爾夫球乙,40,-,R34-PE[GF],0,2,張嘉洲,,Required,
2359,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2360,111 Spring Semester,Physical Education Office,Physical Education Office,563098,GEPE10035,體育館B1重量訓練室,"Fitness and strength training
",體育－健康體能與肌力訓練乙,40,-,R78-PE[GF],0,2,廖威彰,,Required,
2361,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2362,111 Spring Semester,Physical Education Office,Physical Education Office,563099,GEPE10029,體育館B1體適能教室,"Yoga
",體育－瑜珈,40,-,F34-PE[GF],0,2,巫慧萍,,Required,
2363,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2364,111 Spring Semester,Physical Education Office,Physical Education Office,563100,GEPE10031,體育館B1重量訓練室,"Fitness
",體育－健康體適能丙,40,-,F56-PE[GF],0,2,江竹偉,,Required,
2365,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2366,111 Spring Semester,Physical Education Office,Physical Education Office,563101,GEPE10018,體育館B1韻律教室,"Chinese Martial Arts
",體育－國術甲,40,-,F56-PE[GF],0,2,徐卉宣,,Required,
2367,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2368,111 Spring Semester,Physical Education Office,Physical Education Office,563102,GEPE10019,體育館B1韻律教室,"Chinese Martial Arts
",體育－國術乙,40,-,F78-PE[GF],0,2,徐卉宣,,Required,
2369,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2370,111 Spring Semester,Physical Education Office,Physical Education Office,563103,GEPE10030,體育館B1體適能教室,"Fitness
",體育－健康體適能丁,40,-,R34-PE[GF],0,2,鄭智仁,,Required,
2371,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2372,111 Spring Semester,Physical Education Office,Physical Education Office,563104,GEPE10036,身心障礙或持有醫院證明不宜上一般體育課者，需向體育教育中心申請統一編入「適應體育」上課。,"Adapted Physical Education
",體育－適應體育,0,-,W78-PE[GF],0,2,詹益欣,,Required,
2373,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2374,111 Spring Semester,Physical Education Office,Physical Education Office,563105,GEPE20008,交大校區,"Basketball team(Male)
",體育－籃球校隊(男),0,-,,0,2,陳忠強,,Required,
2375,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2376,111 Spring Semester,Physical Education Office,Physical Education Office,563106,GEPE20011,交大校區,"Volleyball team(Male)
",體育－排球校隊(男),0,-,,0,2,張振興,,Required,
2377,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2378,111 Spring Semester,Physical Education Office,Physical Education Office,563107,GEPE20015,交大校區,"Soccer team(Male)
",體育－足球校隊(男),0,-,,0,2,體育室C,,Required,
2379,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2380,111 Spring Semester,Physical Education Office,Physical Education Office,563108,GEPE20018,交大校區,"Baseball team(Male)
",體育－棒球校隊(男),0,-,,0,2,黃杉楹,,Required,
2381,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2382,111 Spring Semester,Physical Education Office,Physical Education Office,563109,GEPE20013,交大校區,"Tennis team(Male)
",體育－網球校隊(男),0,-,,0,2,詹益欣,,Required,
2383,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2384,111 Spring Semester,Physical Education Office,Physical Education Office,563110,GEPE20016,交大校區,"Badminton team(Male)
",體育－羽球校隊(男),0,-,,0,2,王志全,,Required,
2385,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2386,111 Spring Semester,Physical Education Office,Physical Education Office,563111,GEPE20010,交大校區,"Table Tennis team(Male)
",體育－桌球校隊(男),0,-,,0,2,游鳳芸,,Required,
2387,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2388,111 Spring Semester,Physical Education Office,Physical Education Office,563112,GEPE20006,交大校區,"Track & Field team
",體育－田徑校隊,0,-,,0,2,江竹偉,,Required,
2389,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2390,111 Spring Semester,Physical Education Office,Physical Education Office,563113,GEPE20005,交大校區,"Arch team
",體育－射箭校隊,0,-,,0,2,體育室C,,Required,
2391,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2392,111 Spring Semester,Physical Education Office,Physical Education Office,563114,GEPE20007,交大校區,"Swimming team
",體育－游泳校隊,0,-,,0,2,巫慧萍,,Required,
2393,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
2394,111 Spring Semester,Physical Education Office,Physical Education Office,563115,GEPE20009,交大校區,"Basketball team(Female)
",體育－籃球校隊(女),0,-,,0,2,鄭智仁,,Required,
2395,,Physical Education Office,Physical Education Office,,,,,,,,,,,,,,
